Pm_W_raw,U_V,Ic_A,S_VA,RVW_Ohm,RV_Ohm,Pcarga_W,Qcarga_var,PF,note
780.0,233.0,3.5,815.5,44000.0,40000.0,777.4,246.35,0.95,Power factor likely corrected by a capacitor.
