Pm_W_raw,Pm_W_used_in_error_panel,U_V,Ic_A,S_VA,RVW_Ohm,RV_Ohm,CT_ratio,Pcarga_W,Qcarga_var,PF
110.0,111.0,220.0,3.22,708.4,14720.0,40000.0,2.0,215.5,674.83,0.3
