U_V,UZ_V,URP_V,RP_Ohm,phi_deg,phi_rad,Zx_Ohm,R_Ohm,XL_Ohm,P_W
144.0,62.0,129.0,100.0,89.1,1.555,208.06,3.27,208.03,1.255
