W1_W,W2_W,KT,Pm_W,Pcarga_W,Qcarga_var,S_VA,phi_deg,PF,V123_V,A123_A,RV_Ohm,RVW_Ohm,Z_Ohm,X_Ohm,R_Ohm
1010.0,688.0,2.0,3396.0,3383.77,1115.44,3562.88,18.24,0.95,410.0,3.0,40000.0,88000.0,32.99,10.33,31.33
